Check-in date,Check-out date,Room description,Room capacity,Meals,Price,Number available,felix-id,package-id,room-id,name-param,Scrape date
2024-07-17,2024-07-18,Einzelzimmer,1,Übernachtung - Frühstück,147.50€,1,101,1023,343771,101-4-1023,2024-02-05
2024-07-17,2024-07-18,Einzelzimmer,1,Übernachtung Frühstück NonFlex,147.50€,1,101,1141,343771,101-4-1141,2024-02-05
2024-07-17,2024-07-18,Einzelzimmer,1,Kultur & Natur in Bregenz,163.50€,1,101,1432,343771,101-4-1432,2024-02-05
2024-07-17,2024-07-18,Einzelzimmer,1,Übernachtung - Halbpension,167.40€,1,101,1024,343771,101-4-1024,2024-02-05
2024-07-17,2024-07-18,Doppelzimmer,2,Übernachtung Frühstück NonFlex,171.00€,1,201,1141,343772,201-4-1141,2024-02-05
2024-07-17,2024-07-18,Doppelzimmer,2,Übernachtung - Frühstück,177.50€,1,201,1023,343772,201-4-1023,2024-02-05
2024-07-17,2024-07-18,Doppelzimmer,2,Kultur & Natur in Bregenz,209.50€,1,201,1432,343772,201-4-1432,2024-02-05
2024-07-17,2024-07-18,Doppelzimmer,2,Übernachtung - Halbpension,217.30€,1,201,1024,343772,201-4-1024,2024-02-05
2024-07-17,2024-07-18,Doppelzimmer Superior,2,Übernachtung - Frühstück,191.00€,3,203,1023,344599,203-4-1023,2024-02-05
2024-07-17,2024-07-18,Doppelzimmer Superior,2,Kultur & Natur in Bregenz,223.00€,3,203,1432,344599,203-4-1432,2024-02-05
2024-07-17,2024-07-18,Doppelzimmer Superior,2,Übernachtung - Halbpension,230.80€,3,203,1024,344599,203-4-1024,2024-02-05
2024-07-17,2024-07-18,Family & Friends Plus Zimmer,3,Übernachtung - Frühstück,255.50€,1,302,1023,344598,302-4-1023,2024-02-05
2024-07-17,2024-07-18,Family & Friends Plus Zimmer,3,Kultur & Natur in Bregenz,303.50€,1,302,1432,344598,302-4-1432,2024-02-05
2024-07-17,2024-07-18,Family & Friends Plus Zimmer,3,Übernachtung - Halbpension,315.20€,1,302,1024,344598,302-4-1024,2024-02-05
2024-07-19,2024-07-20,Family & Friends Plus Zimmer,3,Übernachtung - Frühstück,299.00€,2,302,1023,344598,302-4-1023,2024-02-05
2024-07-19,2024-07-20,Family & Friends Plus Zimmer,3,Kultur & Natur in Bregenz,347.00€,2,302,1432,344598,302-4-1432,2024-02-05
2024-07-19,2024-07-20,Family & Friends Plus Zimmer,3,Übernachtung - Halbpension,358.70€,2,302,1024,344598,302-4-1024,2024-02-05
2024-07-19,2024-07-20,Appartement,4,Übernachtung - Frühstück,312.00€,1,603,1023,344720,603-4-1023,2024-02-05
2024-07-19,2024-07-20,Appartement,4,Kultur & Natur in Bregenz,376.00€,1,603,1432,344720,603-4-1432,2024-02-05
2024-07-19,2024-07-20,Appartement,4,Übernachtung - Halbpension,391.60€,1,603,1024,344720,603-4-1024,2024-02-05
2024-07-23,2024-07-24,Family & Friends Zimmer,3,Übernachtung - Halbpension,343.70€,2,301,1024,343773,301-4-1024,2024-02-05
2024-07-23,2024-07-24,Family & Friends Zimmer,3,Kultur & Natur in Bregenz,332.00€,2,301,1432,343773,301-4-1432,2024-02-05
2024-07-23,2024-07-24,Family & Friends Zimmer,3,Übernachtung - Frühstück,284.00€,2,301,1023,343773,301-4-1023,2024-02-05
2024-07-23,2024-07-24,Family & Friends Plus Zimmer,3,Übernachtung - Frühstück,299.00€,4,302,1023,344598,302-4-1023,2024-02-05
2024-07-23,2024-07-24,Family & Friends Plus Zimmer,3,Übernachtung - Halbpension,358.70€,4,302,1024,344598,302-4-1024,2024-02-05
2024-07-23,2024-07-24,Family & Friends Plus Zimmer,3,Kultur & Natur in Bregenz,347.00€,4,302,1432,344598,302-4-1432,2024-02-05
2024-07-23,2024-07-24,Family & Friends Plus Zimmer,4,Kultur & Natur in Bregenz,379.00€,2,402,1432,344722,402-4-1432,2024-02-05
